City,State,County,Lat,Lng,Population,Area,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Bangor,MI,Van Buren,42.30567,-86.10846,5596,Urban,Dealer,3,45,39804.48,Never Married,Female,Yes,4.167453,7,1,1,Yes,One year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),3.831822,257.6549,1134.240308
Lisman,AL,Choctaw,32.23516,-88.3045,2272,Rural,"Scientist, physiological",7,87,40512.96,Married,Female,No,5.835383,7,0,0,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),7.374499,172.4624,1036.983336
Soso,MS,Jones,31.71063,-89.31219,2918,Urban,"Teacher, secondary school",3,37,9708.23,Married,Male,Yes,11.22367,16,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),8.980916,222.6326,1931.414865
Columbus,GA,Muscogee,32.41475,-84.95323,19255,Urban,General practice doctor,2,76,38186.34,Separated,Male,Yes,14.66477,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Credit Card (automatic),16.05745,117.4392,1943.981469
Johnstown,PA,Cambria,40.30342,-78.84492,15812,Suburban,Scientific laboratory technician,0,77,96898.83,Married,Male,No,9.063174,14,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,20.7012,169.9447,1918.0889
Reeder,ND,Adams,46.12096,-102.9136,302,Urban,"Clinical scientist, histocompatibility and immunogenetics",2,63,16964.77,Separated,Male,No,16.37914,6,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Credit Card (automatic),8.462066,159.9512,954.1821997
Oak Grove,MO,Jackson,39.00029,-94.14524,12449,Urban,"Doctor, hospital",3,65,40195.57,Never Married,Male,Yes,11.82811,10,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,7.646165,114.9658,907.2332556
Alexandria,OH,Licking,40.08865,-82.61363,2810,Rural,"Producer, television/film/video",6,27,31997.45,Divorced,Male,No,10.77527,16,0,1,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,7.704545,119.9568,1618.557444
Morton,PA,Delaware,39.90623,-75.32471,7017,Urban,Ship broker,2,53,11529.46,Never Married,Female,No,12.26166,13,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,3.767302,169.9928,517.420314
Guinda,CA,Yolo,38.83411,-122.2369,227,Urban,Biomedical engineer,2,78,8406.68,Divorced,Male,Yes,6.042225,15,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,2.560691,207.6386,751.4491239
Valmeyer,IL,Monroe,38.27929,-90.31335,1547,Suburban,Clinical molecular geneticist,3,45,9030.67,Divorced,Nonbinary,No,6.801813,14,1,1,Yes,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,5.095356,114.9509,1025.488105
Pikeville,KY,Pike,37.51609,-82.51725,23078,Suburban,Patent examiner,0,32,10762.84,Never Married,Female,Yes,8.770303,10,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Electronic Check,9.231083,192.4885,1066.382948
Omaha,NE,Douglas,41.26318,-96.17743,10134,Rural,Passenger transport manager,1,63,7382.53,Married,Female,No,2.431461,6,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,2.531394,127.4738,783.7920101
Bangs,TX,Brown,31.70119,-99.15992,2840,Rural,Herpetologist,3,81,2842.7,Married,Male,Yes,9.6523,14,1,0,No,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,3.811111,200.1652,892.372841
Wernersville,PA,Berks,40.34286,-76.08642,8880,Urban,Fast food restaurant manager,1,72,73952.76,Widowed,Male,No,15.99328,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),12.80172,182.4676,1403.146012
Birmingham,AL,Jefferson,33.46558,-86.7891,1219,Suburban,"Secretary, company",0,56,16514.35,Widowed,Male,Yes,7.611287,11,1,0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,12.66908,174.9882,1901.748017
Cavalier,ND,Pembina,48.79351,-97.71428,2052,Urban,Early years teacher,1,22,14666.27,Never Married,Male,Yes,13.62518,10,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,4.610249,184.9634,1403.371015
Rhoadesville,VA,Orange,38.29321,-77.88264,2279,Urban,Hospital doctor,0,23,12191.65,Never Married,Female,No,10.17652,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,16.69091,169.9378,1705.393068
Andover,OH,Ashtabula,41.62142,-80.58599,4228,Rural,Sales promotion account executive,4,73,23838.68,Divorced,Male,Yes,8.892449,13,1,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),8.249394,192.4705,1118.312856
Fairpoint,OH,Belmont,40.11878,-80.93607,124,Urban,Primary school teacher,4,77,26775.75,Never Married,Male,No,7.174153,14,3,0,No,Month-to-month,Yes,No,DSL,No,No,Yes,No,No,Yes,No,No,Yes,Mailed Check,14.11275,107.482,1761.872716
Nanty Glo,PA,Cambria,40.47468,-78.83966,3579,Suburban,Architect,1,85,5660.44,Never Married,Female,No,9.636285,15,1,1,Yes,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,11.70988,142.4713,1569.873827
Lydia,SC,Darlington,34.28637,-80.11376,10,Suburban,"Designer, graphic",4,39,64905.5,Separated,Female,Yes,10.93233,18,2,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,10.33785,242.6106,2038.559634
Saint Clair Shores,MI,Macomb,42.52703,-82.88712,16540,Suburban,Probation officer,1,27,31192.93,Separated,Male,Yes,9.422323,7,1,1,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),10.81182,290.1604,1822.617538
Unionville,PA,Chester,39.90044,-75.74032,23,Suburban,Ceramics designer,0,37,28158.14,Separated,Male,Yes,4.524233,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),1.24728,194.9768,544.6911156
Etowah,AR,Mississippi,35.7392,-90.22436,67,Rural,Speech and language therapist,0,51,20532.13,Divorced,Male,Yes,12.76985,10,0,0,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,3.613493,222.6281,1385.346757
Indianapolis,IN,Marion,39.90687,-86.12361,19706,Rural,"Scientist, marine",0,70,43579.88,Never Married,Female,Yes,12.00434,15,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,6.830372,252.6378,1104.049328
Ainsworth,IA,Washington,41.33233,-91.54614,1503,Suburban,Chartered loss adjuster,3,28,39954.22,Widowed,Nonbinary,No,9.261979,5,2,1,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Credit Card (automatic),12.50785,175.0048,1667.975198
Firth,NE,Lancaster,40.53148,-96.60804,1926,Rural,Arts administrator,2,67,26317.3,Widowed,Female,Yes,11.67333,17,3,0,No,Month-to-month,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,17.16447,245.1283,2519.749676
Newry,SC,Oconee,34.72472,-82.91411,140,Rural,Publishing copy,4,73,17942.27,Separated,Male,Yes,10.35534,10,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),4.297488,212.6415,1402.733623
Seymour,CT,New Haven,41.38101,-73.0872,16522,Rural,"Designer, fashion/clothing",5,67,59065.06,Divorced,Female,Yes,7.908482,10,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),5.306649,182.4608,867.400478
Holbrook,NE,Furnas,40.32003,-100.0219,312,Suburban,Communications engineer,4,87,11989.65,Never Married,Male,Yes,13.48068,15,1,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,10.13181,207.4754,1738.461046
Luzerne,MI,Oscoda,44.60008,-84.29318,712,Rural,Retail buyer,7,30,17656.58,Widowed,Male,Yes,11.14381,8,0,1,Yes,Two Year,Yes,Yes,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),9.345696,202.6829,1711.417233
Chapel Hill,NC,Orange,35.85023,-79.02484,24092,Suburban,Agricultural engineer,6,75,13760.2,Widowed,Female,Yes,9.606129,8,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),1.124104,257.6549,906.3706236
Blairstown,IA,Benton,41.9067,-92.09937,1046,Urban,Audiological scientist,0,40,97088.5,Never Married,Male,No,12.70592,15,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Mailed Check,11.69762,169.9928,1230.552027
Canton,CT,Hartford,41.85964,-72.90698,10211,Rural,Ambulance person,4,30,63208.86,Widowed,Female,Yes,14.14302,10,3,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,3.924965,245.1457,1217.513281
Nordman,ID,Bonner,48.7159,-116.9159,148,Rural,"Sound technician, broadcasting/film/video",0,87,62496.87,Divorced,Male,No,11.76887,8,2,0,No,One year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,No,No,Mailed Check,1.361282,117.4858,313.8263132
Waltham,MA,Middlesex,42.39357,-71.2196,15288,Suburban,Television/film/video producer,2,19,73661.69,Separated,Female,Yes,10.27807,8,2,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,2.555762,200.1652,914.9491958
Elko,NV,Elko,41.24908,-115.7589,26177,Rural,"Investment banker, operational",0,26,29693.06,Separated,Male,No,14.58138,13,1,0,No,Two Year,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,27.84191,190.127,3348.604428
Leechburg,PA,Westmoreland,40.64637,-79.62204,10115,Suburban,"Engineer, drilling",3,27,7016.66,Never Married,Female,No,6.913914,11,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,18.2864,157.4836,1818.78969
Yanceyville,NC,Caswell,36.3771,-79.34625,5601,Suburban,"Producer, radio",1,74,94926.96,Divorced,Female,Yes,12.63304,12,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.002856,222.65,729.4156023
Denmark,SC,Bamberg,33.30999,-81.15071,5076,Rural,Museum/gallery exhibitions officer,2,31,24989.2,Married,Female,Yes,12.70325,17,1,1,No,One year,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),17.05378,217.4702,1921.943744
Woodway,TX,McLennan,31.52401,-97.25565,25503,Rural,Mechanical engineer,0,50,34547.55,Divorced,Female,Yes,11.26004,20,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,3.998314,159.9794,987.7767172
Boston,MA,Suffolk,42.36474,-71.05301,3853,Urban,"Designer, multimedia",1,35,62362.97,Separated,Female,No,11.98742,9,2,0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,4.636111,184.9963,906.6428092
Center Hill,FL,Sumter,28.67727,-81.99648,2350,Urban,Fisheries officer,2,41,90486.0,Never Married,Male,No,13.54487,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,9.573255,169.9741,1194.501468
Chidester,AR,Ouachita,33.67894,-92.99646,1339,Urban,Wellsite geologist,2,67,46336.84,Married,Female,No,8.760632,14,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Mailed Check,6.483314,159.9875,684.120914
Urania,LA,LaSalle,31.86296,-92.29179,1404,Urban,Mental health nurse,0,77,23660.53,Married,Male,No,13.85192,12,2,2,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,18.76931,139.9512,2104.759302
Hume,VA,Fauquier,38.81492,-78.02296,562,Rural,Financial risk analyst,1,41,27942.44,Widowed,Nonbinary,Yes,10.55184,12,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),14.09379,169.9447,1439.393149
West Bloomfield,NY,Ontario,42.90629,-77.55337,95,Rural,Mental health nurse,4,49,57260.25,Never Married,Nonbinary,No,9.913697,11,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),7.481549,184.9785,1145.212837
Gregory,TX,San Patricio,27.92357,-97.28712,2065,Urban,Arts administrator,0,57,12181.61,Divorced,Female,Yes,12.17617,13,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),12.00591,192.4404,1318.124689
Wesley,ME,Washington,44.98543,-67.69917,129,Suburban,Comptroller,0,62,8080.22,Divorced,Male,No,11.35664,13,1,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),14.56715,129.995,1482.175651
Wolsey,SD,Beadle,44.41466,-98.49125,913,Rural,"Engineer, electrical",2,26,50653.9,Never Married,Male,No,15.81564,15,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,3.263347,149.9778,659.0331885
Perryville,KY,Boyle,37.63522,-84.98604,1747,Urban,Theatre stage manager,3,66,80948.63,Married,Female,Yes,10.16394,15,3,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,7.61586,194.9525,1402.943949
Seeley,CA,Imperial,32.81779,-115.7,1704,Urban,"Lighting technician, broadcasting/film/video",1,23,78118.48,Separated,Male,Yes,8.47218,6,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Electronic Check,2.942297,174.9919,762.6142063
Robinson,KS,Brown,39.8256,-95.37434,759,Urban,Broadcast journalist,1,71,12259.5,Divorced,Male,No,6.119731,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,21.97517,124.9643,1844.72312
Bluff City,AR,Nevada,33.7154,-93.15366,66,Suburban,Medical illustrator,0,24,33371.16,Divorced,Female,Yes,13.89541,8,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),5.738405,255.1417,1159.773784
Harbor Springs,MI,Emmet,45.52448,-85.00071,7004,Rural,Network engineer,2,52,53627.3,Widowed,Female,Yes,9.206239,11,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),3.895892,225.1457,1494.926003
Elk Falls,KS,Elk,37.37753,-96.20238,111,Urban,Waste management officer,0,46,49870.24,Married,Male,No,7.574928,11,1,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),2.440105,160.0122,546.329954
Raritan,NJ,Somerset,40.57302,-74.64315,7797,Suburban,Materials engineer,1,27,8764.63,Separated,Female,No,12.34578,14,1,1,No,One year,No,No,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,26.91021,210.1563,2911.171492
Calumet,IA,O'Brien,42.94431,-95.55152,154,Rural,"Education officer, community",0,50,20931.13,Widowed,Male,No,11.41193,12,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),2.110607,104.9629,411.3879952
Plainview,TX,Hale,34.17157,-101.7386,26893,Suburban,Armed forces training and education officer,3,47,38734.57,Married,Female,Yes,14.65844,5,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,11.62388,162.4526,1415.214639
Kleinfeltersville,PA,Lebanon,40.2907,-76.241,64,Rural,"Psychotherapist, child",2,27,77124.99,Never Married,Female,Yes,9.069088,11,0,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),9.932123,152.4579,1734.8206
Ewell,MD,Somerset,37.98348,-76.03473,113,Suburban,Medical illustrator,3,59,51404.81,Married,Female,No,4.399978,14,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Mailed Check,12.13947,207.4811,1575.21359
Syracuse,NY,Onondaga,43.07078,-76.17362,0,Urban,Adult guidance worker,2,44,38178.91,Separated,Female,No,8.610443,11,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),6.192078,137.4392,780.0022534
Hinsdale,MA,Berkshire,42.42975,-73.07241,2640,Suburban,"Surveyor, rural practice",1,69,33561.56,Never Married,Male,No,10.10955,17,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,10.52734,124.9607,1394.391376
Fulton,MO,Callaway,38.8471,-91.97837,21734,Suburban,"Designer, industrial/product",4,65,31243.64,Divorced,Female,No,7.397173,9,2,2,Yes,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),17.78769,149.989,1833.860705
Benedict,NE,York,41.01777,-97.61811,500,Suburban,Facilities manager,1,44,25532.43,Separated,Male,No,11.43322,12,2,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,8.284386,117.4392,1381.204928
Peak,SC,Newberry,34.24012,-81.32538,40,Rural,Secondary school teacher,0,48,31776.75,Separated,Male,No,6.8073,11,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,4.534691,169.9447,688.5203813
Vesuvius,VA,Rockbridge,37.81193,-79.22925,579,Rural,Armed forces operational officer,1,21,17397.3,Widowed,Male,No,5.712381,13,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),9.724026,162.4833,1659.460954
Greenwood,FL,Jackson,30.86671,-85.1153,3322,Suburban,Chief of Staff,2,23,8936.02,Widowed,Female,Yes,5.771475,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,7.413447,257.6549,1469.056257
Kingston,UT,Piute,38.17418,-112.1385,17,Rural,Ship broker,3,25,60581.95,Married,Male,Yes,15.01046,10,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Credit Card (automatic),8.514329,162.4827,1269.863425
Dudley,GA,Laurens,32.50647,-83.10983,1715,Urban,Horticultural therapist,0,47,37494.5,Separated,Male,Yes,9.773637,17,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,10.86482,197.484,1877.408606
Warwick,GA,Worth,31.77857,-83.87306,1130,Suburban,Therapeutic radiographer,3,85,29819.59,Separated,Male,No,11.47175,8,0,1,No,Two Year,Yes,No,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,22.11529,152.4884,2200.745774
Capitan,NM,Lincoln,33.79594,-105.3189,2123,Rural,"Physicist, medical",2,80,45904.79,Married,Male,No,10.30529,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,2.138612,157.4698,292.5858924
Startex,SC,Spartanburg,34.92932,-82.09673,1402,Urban,"Librarian, academic",3,88,7920.44,Separated,Male,Yes,8.638334,13,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),2.771756,242.6106,1274.226078
Columbus,OH,Franklin,39.96636,-83.01286,14440,Rural,Information officer,4,69,78568.26,Married,Male,No,12.7259,11,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,12.31648,112.4551,1147.89846
Saint Paul,AR,Madison,35.83086,-93.70994,297,Urban,Horticultural therapist,1,19,39163.8,Widowed,Male,No,13.8026,11,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,10.33427,195.0062,1387.672089
Selkirk,NY,Albany,42.54064,-73.82092,6852,Suburban,"Surveyor, rural practice",1,48,41299.07,Divorced,Male,Yes,11.97677,13,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,7.852216,197.6288,1274.638992
Stanton,IA,Montgomery,40.97948,-95.09532,1070,Urban,Industrial buyer,5,89,70822.64,Widowed,Female,Yes,7.594165,7,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,10.03423,240.1149,1373.050161
Asbury,NJ,Hunterdon,40.67647,-75.02428,4035,Rural,Press sub,4,33,33347.6,Widowed,Male,Yes,12.42915,14,4,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),2.93932,192.4404,824.1074963
Tulsa,OK,Tulsa,36.14745,-95.85148,13005,Urban,Call centre manager,2,35,26987.5,Divorced,Female,No,10.83217,14,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),6.893142,147.4564,1250.575676
Cardinal,VA,Mathews,37.41284,-76.3615,266,Urban,Osteopath,1,19,28053.3,Married,Male,No,9.614567,13,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,No,Credit Card (automatic),10.42906,107.4958,1638.668955
Bloomfield,MO,Stoddard,36.9271,-89.94559,4508,Urban,Magazine journalist,2,80,70775.57,Widowed,Female,No,11.17967,12,0,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Electronic Check,2.719751,184.9939,586.7907291
Ransom,IL,LaSalle,41.16897,-88.64107,497,Rural,"Designer, television/film set",0,21,23953.2,Divorced,Female,Yes,3.779416,14,4,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),12.674,139.9816,1504.092246
Agate,CO,Elbert,39.39269,-104.0285,492,Rural,Architectural technologist,3,85,72791.51,Separated,Female,No,9.218716,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),5.446201,179.9656,589.6981979
Danville,IL,Vermilion,40.1643,-87.63785,8778,Suburban,Amenity horticulturist,1,29,36269.92,Married,Male,Yes,14.1032,7,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,14.26858,232.6228,1937.879436
Colrain,MA,Franklin,42.68319,-72.71797,1808,Suburban,"Education officer, community",3,53,104166.7,Married,Male,No,13.31999,11,0,0,Yes,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,9.738632,142.4713,1621.89345
Cullen,VA,Charlotte,37.17387,-78.62197,370,Urban,"Administrator, sports",1,86,21405.99,Married,Male,No,9.854506,13,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),7.100883,169.9928,733.8730965
Lookout,WV,Fayette,38.07198,-80.9596,395,Rural,Automotive engineer,0,78,57641.23,Widowed,Male,Yes,8.776299,13,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,10.45843,197.4945,1240.211719
South Otselic,NY,Chenango,42.65492,-75.78002,586,Suburban,Armed forces logistics/support/administrative officer,0,62,57667.78,Divorced,Male,Yes,10.59311,11,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,21.42092,192.4404,2120.230349
Cherryvale,KS,Montgomery,37.27467,-95.53669,3302,Urban,Paediatric nurse,0,64,14746.24,Separated,Male,No,13.24212,11,0,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,34.49234,94.97283,3346.893074
Collins,NY,Erie,42.49818,-78.8609,2800,Urban,Aeronautical engineer,1,70,30805.5,Divorced,Female,No,7.379511,14,2,0,No,One year,No,No,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Mailed Check,5.799375,187.656,978.4054903
Big Pine,CA,Inyo,37.11845,-118.1314,1692,Urban,Furniture conservator/restorer,2,53,48176.26,Widowed,Female,No,10.19102,14,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),6.072026,117.4392,1154.151996
Buffalo,TX,Leon,31.46233,-96.01473,5494,Rural,Structural engineer,2,82,8519.2,Divorced,Female,No,11.45584,12,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,14.36438,192.4705,1445.998649
Lockeford,CA,San Joaquin,38.16164,-121.1499,3531,Rural,Lawyer,4,54,16156.43,Separated,Female,Yes,5.511326,9,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),9.643609,210.1051,1860.544496
